44.475493,52.225674
33.245601,-4.502153
-15.457661,62.924463
56.118306,5.008315
61.349976,37.522104
58.784683,9.090166
-40.425776,6.486807
-46.089736,62.702036
-37.848633,72.859004
-45.935703,49.756768
-35.907593,30.163774
-40.977534,10.751499
21.871304,63.652358
36.117314,98.175791
10.216592,78.590771
-38.373970,19.101011
-5.064319,-3.395708
-29.337817,-5.305933
22.243193,43.559067
-21.458401,68.505459
33.069819,47.541968
-35.678149,33.834795
30.320342,69.645806
27.453223,68.669023
60.641050,86.998262
-18.222166,65.804873
-38.127471,40.085273
33.701543,69.155063
9.201079,-1.649771
24.558057,66.402056
-21.157024,-5.375151
-6.247195,62.376357
52.399233,2.802715
-25.311167,-5.487183
-33.377080,73.221494
18.401494,87.638105
-9.044644,-3.999097
20.727285,-3.493452
60.304497,17.354268
-9.571082,61.266460
-37.768232,-1.645620
48.814731,52.795303
-36.588967,26.310835
60.836626,25.438784
48.715005,1.027241
28.487041,94.871885
19.212974,43.852959
61.884155,82.924639
-37.269119,22.253726
14.423926,48.037070
40.164995,99.263340
15.208936,54.189453
5.053579,72.472148
41.171421,-2.076899
53.003188,97.337168
-36.298081,37.177603
-46.898110,54.231602
57.749751,70.590210
-25.024856,70.791694
60.961802,73.826758
-1.116011,-2.772847
60.177358,46.021177
-13.047354,-4.553882
12.879385,-2.050737
2.434531,69.494634
57.419136,49.953086
-40.728545,42.959863
41.239165,66.493623
24.713970,-4.202944
61.268423,33.427368
-33.640952,-4.849253
45.791616,65.837510
14.045200,51.017974
37.339624,67.887627
36.713735,49.220527
59.781616,13.271562
19.399951,60.658013
-43.501567,46.011123
16.789912,-2.745083
60.619507,21.417549
12.838247,81.661499
50.087671,66.779092
-29.050205,72.507095
15.543599,84.694922
58.842349,90.865449
61.054448,29.393613
-0.273247,66.662905
32.227852,96.694004
48.913374,99.274980
54.042847,68.359814
-42.158491,70.725625
40.463931,50.870742
53.298169,52.193208
24.938403,92.765605
44.963159,-0.593965
-44.779692,66.780176
37.273530,-3.419341
-17.078633,-5.028882
44.423647,99.827861
25.834629,44.521143
62.378140,78.526421
-12.755898,61.367383
-39.321240,2.434385
61.126821,41.702813
29.444102,45.931826
-3.090776,64.227085
21.551226,90.378516
17.152432,57.494717
7.634048,75.517246
28.809785,-4.740952
56.316118,94.407891
-40.243975,15.300132
2.871094,-2.158696
16.312612,45.509771
-46.795093,58.522803
